ID;Company Name;Trade Name;Address Status;Address 1;Address 2;Postal Code;City;State/Province;Country;Company Registration Number;Company Registration Type Code;Country Phone Access Code;CEO Name;Business Category Code 1;Business Category Code 1 - Description;Founding Year;Yearly Revenue Local Currency;Yearly Revenue in U.S. Dollars;Employees On Site;Employees Total;Import/Export Code;Import/Export Code - Description;Business Legal Type;Business Legal Type - Description;Location Type - Description;Subsidiary Code - Description;Local Headquarter ID Number;Local Headquarter Company Name;Local Headquarter Street Address;Local Headquarter City;Local Headquarter State/Province;Local Headquarter Country Name;Local Headquarter Postal Code;National Headquarter ID Number;National Headquarter Company Name;National Headquarter Street Address;National Headquarter City Name;National Headquarter State/Province Name;National Headquarter Postal Code;Global Headquarter ID Number;Global Headquarter Company Name;Global Headquarter Street Address;Global Headquarter City Name;Global Headquarter State/Province;Global Headquarter Country Name;Global Headquarter Postal Code;Number of Companies in Group;Group Code;Group Linkage Code
264368984;Epsa Holding;;N;65 Rue D'Anjou;;75008;Paris;Paris;France;9,07818E+13;00017;0033;;6719;Offices of Holding Companies, Not Elsewhere Classified;2021;761320324;808516094;0;15;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;264368984;EPSA HOLDING;65 RUE D'ANJOU;PARIS;PARIS;FRANCE;75008;264368984;EPSA HOLDING;65 RUE D'ANJOU;PARIS;PARIS;75008;264368984;EPSA HOLDING;65 RUE D'ANJOU;PARIS;PARIS;FRANCE;75008;78;19673659;1
263613128;Interforum;;N;92 Av de France;;75013;Paris;Paris;France;6,12039E+13;00017;0033;Dalila Zein;5021;Furniture;1961;743371494;808023256;250;1019;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;325479427;LIBRAIRIE FERNAND NATHAN F.NATHAN ET CIE;92 AVENUE DE FRANCE;PARIS;ILE-DE-FRANCE;FRANCE;75013;325479427;EDITIS HOLDING;92 AVENUE DE FRANCE;PARIS;ILE-DE-FRANCE;75013;325479427;CZECH MEDIA INVEST a.s.;ParÃ­zska 130/26;Praha;HlavnÃ­ mesto Praha;CZECH REPUBLIC;110 00;91;19237155;2
262913111;Lesieur;;N;nov-13;11 Rue de Monceau;75008;Paris;Paris;France;4,57209E+13;00017;0033;Emmanuel Manichon;2079;Shortening, Table Oils, Margarine, and Other Edible Fats and Oils, Not Elsewhere Classified;1981;742223027;806774906;537;537;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;286386143;AVRIL POLE VEGETAL;nov-13;PARIS 8;ILE-DE-FRANCE;FRANCE;75008;285964959;ASSOCIATION F I D O P;11 13;PARIS;PARIS;75008;285964959;ASSOCIATION F I D O P;11 13;PARIS;PARIS;FRANCE;75008;209;29313269;5
285952621;Commissariat A L' Energie Atomique Et Aux Energies Alternatives;CEA;N;Bat le Ponant D;25 Rue Leblanc;75015;Paris;Paris;France;7,75685E+13;00017;0033;FranÃ§ois Jacq;8731;Commercial Physical and Biological Research;1948;734122106;776340000;6;10000;G;Not available or none;50;;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;256704126;AGENCE DES PARTICIPATIONS DE L'ETAT;TELEDOC 228;PARIS 12;ILE-DE-FRANCE;FRANCE;75012;256704126;AGENCE DES PARTICIPATIONS DE L'ETAT;TELEDOC 228;PARIS 12;ILE-DE-FRANCE;75012;256704126;AGENCE DES PARTICIPATIONS DE L'ETAT;TELEDOC 228;PARIS 12;ILE-DE-FRANCE;FRANCE;75012;30919;21163158;2
285953800;Centre National De La Recherche Scientifique;CNRS MOY1601 PRESIDENCE;N;3 Rue Michel Ange;;75794;Paris;Paris;France;1,80089E+13;00017;0033;Jean-noÃ«l Verpeaux;8731;Commercial Physical and Biological Research;1965;734122106;776340000;1000;10000;G;Not available or none;50;;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;354514802;MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE;HOTEL DE BONCOURT;PARIS;ILE-DE-FRANCE;FRANCE;75005;340717922;REPUBLIQUE FRANCAISE PRESIDENCE;55 RUE DU FAUBOURG SAINT HONORE;PARIS;ILE-DE-FRANCE;75008;340717922;REPUBLIQUE FRANCAISE PRESIDENCE;55 RUE DU FAUBOURG SAINT HONORE;PARIS;ILE-DE-FRANCE;FRANCE;75008;5322;13340378;4
285952546;Institut National De Recherche Pour L'agriculture L'alimentation Et L'environnement;INRAE CENTRE-SIEGE PARIS 07;N;147 Rue de L'Universite;;75007;Paris;Paris;France;1,8007E+13;00017;0033;;8731;Commercial Physical and Biological Research;1982;734122106;776340000;250;10000;G;Not available or none;50;;Headquarter/Parent (branches and/or subsidiaries report to it);;285952546;INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE L'ALIMENTATION ET L'ENVIRONNEMENT;147 RUE DE L'UNIVERSITE;PARIS;ILE-DE-FRANCE;FRANCE;75007;285952546;INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE L'ALIMENTATION ET L'ENVIRONNEMENT;147 RUE DE L'UNIVERSITE;PARIS;ILE-DE-FRANCE;75007;285952546;INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE L'ALIMENTATION ET L'ENVIRONNEMENT;147 RUE DE L'UNIVERSITE;PARIS;ILE-DE-FRANCE;FRANCE;75007;188;19410912;1
260080154;Societe Cartier;CARTIER;N;10 Cite Du Retiro;;75008;Paris;Paris;France;7,75659E+13;00017;0033;Annie Paray;5944;Jewelry Stores;1955;708595172;769227535;50;878;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;264759372;RICHEMONT HOLDING FRANCE;35 RUE BOISSY D'ANGLAS;PARIS;ILE-DE-FRANCE;FRANCE;75008;382494650;RICHEMONT HOLDING FRANCE;35 RUE BOISSY D'ANGLAS;PARIS;ILE-DE-FRANCE;75008;319147281;COMPAGNIE FINANCIERE RICHEMONT SA;Chemin de la ChÃªnaie 50;BELLEVUE;GENÃˆVE;SWITZERLAND;1293;888;22484133;5
322628512;Veolia Environnement;VE;N;21 Rue la Boetie;;75008;Paris;Paris;France;4,0321E+13;00017;0033;Antoine Frerot;7389;Business Services, Not Elsewhere Classified;1995;706000000;767401526;1253;1253;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;322628512;VEOLIA ENVIRONNEMENT;21 RUE LA BOETIE;PARIS;ILE-DE-FRANCE;FRANCE;75008;322628512;VEOLIA ENVIRONNEMENT;21 RUE LA BOETIE;PARIS;ILE-DE-FRANCE;75008;322628512;VEOLIA ENVIRONNEMENT;21 RUE LA BOETIE;PARIS;ILE-DE-FRANCE;FRANCE;75008;7110;13198306;1
261501626;Avantage;;N;55 Rue Sainte-anne;;75002;Paris;Paris;France;8,42463E+13;00017;0033;Alain Capestan;6282;Investment Advice;2018;693592000;753914390;5;5;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;261501626;AVANTAGE;55 RUE SAINTE-ANNE;PARIS;ILE-DE-FRANCE;FRANCE;75002;261501626;AVANTAGE;55 RUE SAINTE-ANNE;PARIS;ILE-DE-FRANCE;75002;261501626;AVANTAGE;55 RUE SAINTE-ANNE;PARIS;ILE-DE-FRANCE;FRANCE;75002;73;31094603;1
286284951;Holding Midi Auto;;N;47 Boulevard de Courcelles;;75008;Paris;Paris;France;6,7662E+13;00017;0000;Bernard Hory;6211;Security Brokers, Dealers, and Flotation Companies;1966;1549393;752420000;4;13;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;286284951;HOLDING MIDI AUTO;47 BOULEVARD DE COURCELLES;PARIS;PARIS;FRANCE;75008;286284951;HOLDING MIDI AUTO;47 BOULEVARD DE COURCELLES;PARIS;PARIS;75008;286284951;HOLDING MIDI AUTO;47 BOULEVARD DE COURCELLES;PARIS;PARIS;FRANCE;75008;16;17103579;1
257904254;Mgen Action Sanitaire Et Sociale;MAISON D'ACCUEIL SPECIALISEE;N;Groupe Mgen;3 Square Max Hymans;75015;Paris;Paris;France;4,41922E+13;00017;0033;Arnaud Schweipzer;6331;Fire, Marine, and Casualty Insurance;2002;699499200;739726000;20;2000;G;Not available or none;100;;Headquarter/Parent (branches and/or subsidiaries report to it);;257904254;MGEN ACTION SANITAIRE ET SOCIALE;GROUPE MGEN;PARIS;ILE-DE-FRANCE;FRANCE;75015;257904254;MGEN ACTION SANITAIRE ET SOCIALE;GROUPE MGEN;PARIS;ILE-DE-FRANCE;75015;257904254;MGEN ACTION SANITAIRE ET SOCIALE;GROUPE MGEN;PARIS;ILE-DE-FRANCE;FRANCE;75015;41;22512643;1
258022341;Harmonie Mutuelle;;N;143 Rue Blomet;;75015;Paris;Paris;France;5,38518E+13;00017;0033;;6331;Fire, Marine, and Casualty Insurance;2011;699499200;739726000;100;2000;G;Not available or none;100;;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;257820552;GROUPE VYV;62 RUE JEANNE D ARC;PARIS;ILE-DE-FRANCE;FRANCE;75013;257820552;GROUPE VYV;62 RUE JEANNE D ARC;PARIS;ILE-DE-FRANCE;75013;257820552;GROUPE VYV;62 RUE JEANNE D ARC;PARIS;ILE-DE-FRANCE;FRANCE;75013;722;4402163;2
258662670;Mutualite Fonction Publique Action Sante Social;MFPASS;N;75748 Paris 15;3 Square Max Hymans;75015;Paris;Paris;France;4,43578E+13;00017;0033;;6331;Fire, Marine, and Casualty Insurance;2002;699499200;739726000;1;2000;G;Not available or none;100;;Headquarter/Parent (branches and/or subsidiaries report to it);;258662670;MUTUALITE FONCTION PUBLIQUE ACTION SANTE SOCIAL;75748 PARIS 15;PARIS;ILE-DE-FRANCE;FRANCE;75015;258662670;MUTUALITE FONCTION PUBLIQUE ACTION SANTE SOCIAL;75748 PARIS 15;PARIS;ILE-DE-FRANCE;75015;258662670;MUTUALITE FONCTION PUBLIQUE ACTION SANTE SOCIAL;75748 PARIS 15;PARIS;ILE-DE-FRANCE;FRANCE;75015;10;18274427;1
263308754;Aesio Mutuelle;;N;173 Rue de Bercy;;75012;Paris;Paris;France;7,75627E+13;00017;0033;Thierry Daubresse;6331;Fire, Marine, and Casualty Insurance;1990;699499200;739726000;100;2000;G;Not available or none;100;;Headquarter/Parent (branches and/or subsidiaries report to it);;437344022;AESIO MUTUELLE;173 RUE DE BERCY;PARIS;ILE-DE-FRANCE;FRANCE;75012;437344022;AESIO MUTUELLE;173 RUE DE BERCY;PARIS;ILE-DE-FRANCE;75012;437344022;AESIO MUTUELLE;173 RUE DE BERCY;PARIS;ILE-DE-FRANCE;FRANCE;75012;312;2754126;1
264766425;Mutuelle Generale Education Nationale;MGEN;N;3 Sq Max Hymans;;75015;Paris;Paris;France;7,75685E+13;00017;0033;;6331;Fire, Marine, and Casualty Insurance;1946;699499200;739726000;20;2000;G;Not available or none;100;;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;257820552;GROUPE VYV;62 RUE JEANNE D ARC;PARIS;ILE-DE-FRANCE;FRANCE;75013;257820552;GROUPE VYV;62 RUE JEANNE D ARC;PARIS;ILE-DE-FRANCE;75013;257820552;GROUPE VYV;62 RUE JEANNE D ARC;PARIS;ILE-DE-FRANCE;FRANCE;75013;722;4402651;2
264766278;Societe Mutuelle D'assurance Du Batiment Et Des Travaux Publics;S.M.A.B.T.P.;N;8 Rue Louis Armand;;75015;Paris;Paris;France;7,75685E+13;00017;0033;Jacques Chanut;6331;Fire, Marine, and Casualty Insurance;1974;699499200;739726000;1000;2000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;264766278;SOCIETE MUTUELLE D'ASSURANCE DU BATIMENT ET DES TRAVAUX PUBLICS;8 RUE LOUIS ARMAND;PARIS;ILE-DE-FRANCE;FRANCE;75015;264766278;SOCIETE MUTUELLE D'ASSURANCE DU BATIMENT ET DES TRAVAUX PUBLICS;8 RUE LOUIS ARMAND;PARIS;ILE-DE-FRANCE;75015;264766278;SOCIETE MUTUELLE D'ASSURANCE DU BATIMENT ET DES TRAVAUX PUBLICS;8 RUE LOUIS ARMAND;PARIS;ILE-DE-FRANCE;FRANCE;75015;149;13458106;1
490369220;Foch Ormesson;;N;16 Rue Octave Feuillet;;75116;Paris;Paris;France;4,10536E+13;00017;0033;;8742;Management Consulting Services;1951;642852000;727570251;0;5;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;490369220;FOCH ET SAINT NOM;16 RUE OCTAVE FEUILLET;PARIS;ILE-DE-FRANCE;FRANCE;75016;490369220;FOCH ET SAINT NOM;16 RUE OCTAVE FEUILLET;PARIS;ILE-DE-FRANCE;75016;490369220;FOCH ET SAINT NOM;16 RUE OCTAVE FEUILLET;PARIS;ILE-DE-FRANCE;FRANCE;75016;73;12661633;1
454003130;Interparfums;GROUPE INTERPARFUMS;N;10 Rue de Solferino;;75007;Paris;Paris;France;3,50219E+13;00017;0033;Philippe Benacin;2844;Perfumes, Cosmetics, and Other Toilet Preparations;1989;667890119;725977191;239;400;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;261772202;INTERPARFUMS HOLDING;10 RUE DE SOLFERINO;PARIS 7;ILE-DE-FRANCE;FRANCE;75007;261772202;INTERPARFUMS HOLDING;10 RUE DE SOLFERINO;PARIS 7;ILE-DE-FRANCE;75007;243642048;Inter Parfums, Inc.;551 5TH Ave;NEW YORK;New York;UNITED STATES OF AME;101760001;17;29681865;3
260919964;Invivo Retail Production Marchandises;;N;83 Avenue de la Grande Armee;;75016;Paris;Paris;France;8,32408E+13;00017;0033;Guillaume Darrasse;5199;Nondurable Goods, Not Elsewhere Classified;2017;677333201;725652120;50;164;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;257709348;JARDILAND;83 AVENUE DE LA GRANDE ARMEE;PARIS;ILE-DE-FRANCE;FRANCE;75016;263025012;TERACT;83 AVENUE DE LA GRANDE ARMEE;PARIS;ILE-DE-FRANCE;75016;263025012;TERACT;83 AVENUE DE LA GRANDE ARMEE;PARIS;ILE-DE-FRANCE;FRANCE;75016;569;15768426;4
322623760;Ardian France;ARDIAN;N;20 Pl Vendome;;75001;Paris;Paris;France;4,03202E+13;00017;0033;Patrick Thomas;6211;Security Brokers, Dealers, and Flotation Companies;1995;663717368;721441531;431;431;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;258274424;ARDIAN HOLDING;20 PL VENDOME;PARIS 1;ILE-DE-FRANCE;FRANCE;75001;258274424;ARDIAN HOLDING;20 PL VENDOME;PARIS 1;ILE-DE-FRANCE;75001;258274424;ARDIAN HOLDING;20 PL VENDOME;PARIS 1;ILE-DE-FRANCE;FRANCE;75001;2094;3898517;2
263172508;Regie Immobiliere De La Ville De Paris;RIVP;N;Nâ°11 Au 13;11 Avenue de la Porte D'Italie;75013;Paris;Paris;France;5,52033E+13;00017;0033;David Belliard;6519;Lessors of Real Property, Not Elsewhere Classified;1955;654772511;711718731;250;1263;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;354553089;VILLE DE PARIS;4 PL HOTEL VILLE ESP LIBERATION;PARIS 04;ILE-DE-FRANCE;FRANCE;75004;354553089;VILLE DE PARIS;4 PL HOTEL VILLE ESP LIBERATION;PARIS 04;ILE-DE-FRANCE;75004;354553089;VILLE DE PARIS;4 PL HOTEL VILLE ESP LIBERATION;PARIS 04;ILE-DE-FRANCE;FRANCE;75004;3069;3531744;2
263547453;Generali Vie;;N;02-apr;2 Rue Pillet-will;75009;Paris;Paris;France;6,02062E+13;00017;0033;Jean-laurent Granier;6311;Life Insurance;1960;672727771;711415000;20;5000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;263288935;GENERALI FRANCE;2 RUE PILLET-WILL;PARIS;ILE-DE-FRANCE;FRANCE;75009;263288935;GENERALI FRANCE;2 RUE PILLET-WILL;PARIS;ILE-DE-FRANCE;75009;302326178;ASSICURAZIONI GENERALI SPA;PIAZZA LUIGI AMEDEO DUCA DEGLI ABRUZZI 2;TRIESTE;TRIESTE;ITALY;34132;1717;12997999;3
286617756;Cls Remy Cointreau;CLS - CLS RC;N;21 Rue Balzac;;75008;Paris;Paris;France;4,34831E+13;00017;0033;Marc-henri Bernard;5149;Groceries and Related Products, Not Elsewhere Classified;2001;654343418;710333621;50;213;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;326313804;REMY COINTREAU SERVICES;RUE JOSEPH PATAA;COGNAC;NOUVELLE AQUITAINE;FRANCE;16100;286389454;ANDROMEDE;25 RUE BALZAC;PARIS;ILE-DE-FRANCE;75008;286389454;ANDROMEDE;25 RUE BALZAC;PARIS;ILE-DE-FRANCE;FRANCE;75008;91;29914854;4
285959983;Paris Saint Germain Football;PSG;N;24 Rue Du Cdt Guilbaud;;75016;Paris;Paris;France;3,82358E+13;00017;0033;Nasser Ghanim A Alkhelaifi;7997;Membership Sports and Recreation Clubs;1991;661413857;708597137;100;525;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;336328314;QATAR SPORTS INVESTMENTS;Al Asmakh Tower Majlis Al Taawon Street;DOHA;;QATAR;;285959983;PARIS SAINT GERMAIN FOOTBALL;24 RUE DU CDT GUILBAUD;PARIS 16;ILE-DE-FRANCE;75016;336328314;QATAR SPORTS INVESTMENTS;Al Asmakh Tower Majlis Al Taawon Street;DOHA;;QATAR;;20;18089869;2
261811849;Societe Nationale De Radiodiffusion Radio France;;N;116 Avenue Du President Kennedy;;75016;Paris;Paris;France;3,26094E+13;00017;0033;Sibyle Veil;4832;Radio Broadcasting Stations;1982;681512000;707810867;2000;4484;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;256704126;AGENCE DES PARTICIPATIONS DE L'ETAT;TELEDOC 228;PARIS 12;ILE-DE-FRANCE;FRANCE;75012;256704126;AGENCE DES PARTICIPATIONS DE L'ETAT;TELEDOC 228;PARIS 12;ILE-DE-FRANCE;75012;256704126;AGENCE DES PARTICIPATIONS DE L'ETAT;TELEDOC 228;PARIS 12;ILE-DE-FRANCE;FRANCE;75012;30919;21154615;2
261553824;Credit Agricole Assurances Solutions;;N;16-18;16 Bd de Vaugirard;75015;Paris;Paris;France;4,51752E+13;00017;0033;;6411;Insurance Agents, Brokers, and Service;2004;647439313;703747757;500;2084;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;261550946;CREDIT AGRICOLE ASSURANCES;16-18;PARIS;ILE-DE-FRANCE;FRANCE;75015;354303182;SAS RUE LA BOETIE;48 RUE LA BOETIE;PARIS;ILE-DE-FRANCE;75008;354303182;SAS RUE LA BOETIE;48 RUE LA BOETIE;PARIS;ILE-DE-FRANCE;FRANCE;75008;4249;32366875;4
285952178;Carmignac Gestion;;N;24 Place Vendome;;75001;Paris;Paris;France;3,49502E+13;00017;0033;Edouard Carmignac;6211;Security Brokers, Dealers, and Flotation Companies;1989;616744000;698021608;100;100;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;285952178;CARMIGNAC GESTION;24 PLACE VENDOME;PARIS;ILE-DE-FRANCE;FRANCE;75001;285952178;CARMIGNAC GESTION;24 PLACE VENDOME;PARIS;ILE-DE-FRANCE;75001;285952178;CARMIGNAC GESTION;24 PLACE VENDOME;PARIS;ILE-DE-FRANCE;FRANCE;75001;8;4089587;1
258906866;Garuda Indonesia Holiday France;;N;255 Rue Saint Honore;;75001;Paris;Paris;France;7,99888E+13;00017;0033;Muhammad Naufal Aflah;7359;Equipment Rental and Leasing, Not Elsewhere Classified;2013;614747765;695762299;18;18;H;Exports;3;Corporation;;;;;;;;;;;;;;;;;;;;;;;0;;0
263233842;Ateliers Vca;LES ATELIERS VCA;N;8 Rue Vivienne;;75002;Paris;Paris;France;5,62033E+13;00017;0033;;3911;Jewelry, Precious Metal;1956;657106811;695323486;50;250;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;382494650;RICHEMONT HOLDING FRANCE;35 RUE BOISSY D'ANGLAS;PARIS;ILE-DE-FRANCE;FRANCE;75008;382494650;RICHEMONT HOLDING FRANCE;35 RUE BOISSY D'ANGLAS;PARIS;ILE-DE-FRANCE;75008;319147281;COMPAGNIE FINANCIERE RICHEMONT SA;Chemin de la Chênaie 50;BELLEVUE;GENÈVE;SWITZERLAND;1293;888;22484194;5
258893097;Hutchinson SNC;;N;2 Rue Balzac;;75008;Paris;Paris;France;3,14398E+13;00017;0033;Arnaud Vaz;3069;Fabricated Rubber Products, Not Elsewhere Classified;1978;498088673;692940962;2000;2000;H;Exports;12;Partnership of unknown;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;263117038;HUTCHINSON;2 RUE BALZAC;PARIS 8;ILE-DE-FRANCE;FRANCE;75008;263116871;TOTALENERGIES SE;LA DEFENSE 6;COURBEVOIE;ILE-DE-FRANCE;92400;263116871;TOTALENERGIES SE;LA DEFENSE 6;COURBEVOIE;ILE-DE-FRANCE;FRANCE;92400;5531;20561206;4
260741790;Edvance;;N;22 30;22 Avenue de Wagram;75008;Paris;Paris;France;8,29998E+13;00017;0000;Thierry Schall;8711;Engineering Services;2017;582512751;687510000;386;22;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;263180102;ELECTRICITE DE FRANCE;22 30;PARIS;PARIS;FRANCE;75008;256704126;AGENCE DES PARTICIPATIONS DE L'ETAT;TELEDOC 228;PARIS;PARIS;75012;256704126;AGENCE DES PARTICIPATIONS DE L'ETAT;TELEDOC 228;PARIS;PARIS;FRANCE;75012;31336;20258260;3
454293545;Beaute Prestige International;Shiseido EMEA;N;56 A Rue Du Faubourg Saint-honore;;75008;Paris;Paris;France;3,79446E+13;00017;0033;Alberto Noe;2844;Perfumes, Cosmetics, and Other Toilet Preparations;1990;631330100;686237510;500;620;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;454291418;SHISEIDO EUROPE;56 A RUE DU FAUBOURG SAINT HONORE;PARIS 8;ILE-DE-FRANCE;FRANCE;75008;454291418;SHISEIDO EUROPE;56 A RUE DU FAUBOURG SAINT HONORE;PARIS 8;ILE-DE-FRANCE;75008;407046874;SHISEIDO COMPANY, LIMITED;7-5-5, GINZA;CHUO-KU;TOKYO;JAPAN;1040061;783;26132748;3
267135825;Winamax;WINAMAX.FR - WAM-POKER - TABLE 14;N;136 B Rue de Grenelle;;75007;Paris;Paris;France;4,92156E+13;00017;0033;Alexandre Roos;7999;Amusement and Recreation Services, Not Elsewhere Classified;2006;590090781;667855895;239;239;H;Exports;3;Corporation;;;;;;;;;;;;;;;;;;;;;;;0;;0
264763347;Lvmh Moet Hennessy Louis Vuitton;"""LVMH MOET HENNESSY LOUIS VUITTON"" ""LVMH""";N;22 Avenue Montaigne;;75008;Paris;Paris;France;7,7567E+13;00017;0033;Bernard Arnault;6719;Offices of Holding Companies, Not Elsewhere Classified;1971;614100000;667508891;26;45;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);;264763347;LVMH MOET HENNESSY LOUIS VUITTON;22 AVENUE MONTAIGNE;PARIS;ILE-DE-FRANCE;FRANCE;75008;264763347;LVMH MOET HENNESSY LOUIS VUITTON;22 AVENUE MONTAIGNE;PARIS;ILE-DE-FRANCE;75008;264763347;LVMH MOET HENNESSY LOUIS VUITTON;22 AVENUE MONTAIGNE;PARIS;ILE-DE-FRANCE;FRANCE;75008;4846;11735908;1
263382797;Guerlain;;N;68 Av Des Champs Elysees;;75008;Paris;Paris;France;5,82022E+13;00017;0033;Gabrielle Anne Rodriguez;2844;Perfumes, Cosmetics, and Other Toilet Preparations;1958;610612000;663717536;50;1000;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;264763347;LVMH MOET HENNESSY LOUIS VUITTON;22 AVENUE MONTAIGNE;PARIS;ILE-DE-FRANCE;FRANCE;75008;264763347;LVMH MOET HENNESSY LOUIS VUITTON;22 AVENUE MONTAIGNE;PARIS;ILE-DE-FRANCE;75008;264763347;LVMH MOET HENNESSY LOUIS VUITTON;22 AVENUE MONTAIGNE;PARIS;ILE-DE-FRANCE;FRANCE;75008;4846;11739764;2
387946329;Le Bon Marche Maison Aristide Boucicaut;;N;24 Rue de Sevres;;75007;Paris;Paris;France;4,14728E+13;00017;0033;Patrice Wagner;5399;Miscellaneous General Merchandise Stores;1997;607475000;660307708;1000;1022;G;Not available or none;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;264763347;LVMH MOET HENNESSY LOUIS VUITTON;22 AVENUE MONTAIGNE;PARIS;ILE-DE-FRANCE;FRANCE;75008;264763347;LVMH MOET HENNESSY LOUIS VUITTON;22 AVENUE MONTAIGNE;PARIS;ILE-DE-FRANCE;75008;264763347;LVMH MOET HENNESSY LOUIS VUITTON;22 AVENUE MONTAIGNE;PARIS;ILE-DE-FRANCE;FRANCE;75008;4846;11739939;2
266641228;Takeda France SAS;;N;112 Avenue Kleber;;75116;Paris;Paris;France;7,8575E+13;00017;0033;Rita Cataldo;5122;Drugs, Drug Proprietaries, and Druggists' Sundries;1957;578307696;656156586;301;5;H;Exports;3;Corporation;;Is a subsidiary;319228144;Takeda Pharmaceuticals International AG;Thurgauerstrasse 130;Glattpark;ZÜRICH;SWITZERLAND;8152;266641228;TAKEDA FRANCE SAS;112 AVENUE KLEBER;PARIS;PARIS;75116;407047817;TAKEDA PHARMACEUTICAL COMPANY LIMITED;2-1-1, NIHOMBASHIHONCHO;CHUO-KU;TOKYO;JAPAN;1030023;637;25080476;3
267207297;Primeo Energie Grands Comptes;;N;Enel France;8 Place Boulnois;75017;Paris;Paris;France;4,93531E+13;00017;0033;Eric Jean Rolland Deruelle;4911;Electric Services;2006;608054045;631518243;0;1;H;Exports;3;Corporation;Headquarter/Parent (branches and/or subsidiaries report to it);Is a subsidiary;259321670;PRIMEO ENERGIE FRANCE;8 PLACE BOULNOIS;PARIS;PARIS;FRANCE;75017;259643676;LUCIA HOLDING 2;DOMAINE DE PATAU;VILLENEUVE LES BEZIERS;HERAULT;34420;259643676;LUCIA HOLDING 2;DOMAINE DE PATAU;VILLENEUVE LES BEZIERS;HERAULT;FRANCE;34420;184;8333517;5
285965377;Association De Protection Sociale Du Batiment Et Des Travaux Publics Pro Btp;PRO BTP;N;7 Rue Du Regard;;75006;Paris;Paris;France;3,94165E+13;00017;0033;;6371;Pension, Health, and Welfare Funds;1993;592549654;626626000;200;5200;G;Not available or none;100;;Headquarter/Parent (branches and/or subsidiaries report to it);;285965377;ASSOCIATION DE PROTECTION SOCIALE DU BATIMENT ET DES TRAVAUX PUBLICS PRO BTP;7 RUE DU REGARD;PARIS;ILE-DE-FRANCE;FRANCE;75006;285965377;ASSOCIATION DE PROTECTION SOCIALE DU BATIMENT ET DES TRAVAUX PUBLICS PRO BTP;7 RUE DU REGARD;PARIS;ILE-DE-FRANCE;75006;285965377;ASSOCIATION DE PROTECTION SOCIALE DU BATIMENT ET DES TRAVAUX PUBLICS PRO BTP;7 RUE DU REGARD;PARIS;ILE-DE-FRANCE;FRANCE;75006;34;8249811;1
